y_true,probability,prediction
0,0.5569348095612815,1
0,0.06794624874054069,0
0,0.04297297303337077,0
0,0.00799765572676217,0
0,0.0018784988088460751,0
0,0.5797724920113178,1
1,0.5613595724811166,1
1,0.3963057907446836,0
0,0.13570722725344342,0
0,0.09233308660501921,0
0,0.35600793206283626,0
1,0.9943751047028069,1
0,0.8688686657160488,1
0,0.45117626499436597,0
0,0.4143862393228983,0
0,0.046078720029514554,0
1,0.35178642257295817,0
1,0.8544783952255979,1
0,0.019264819647532443,0
0,0.5394163521555961,1
1,0.9874743588266243,1
0,0.06944442769035285,0
0,0.012697327001370483,0
1,0.8473976453291592,1
1,0.7188314122927696,1
0,0.6919003250172023,1
0,0.0014754674889530673,0
1,0.24512397885410334,0
0,0.07169419225116704,0
0,0.12680625805204496,0
0,0.004687710768962168,0
0,0.027888295008126025,0
0,0.2967276244313771,0
1,0.9005177418706889,1
0,0.14930719273158063,0
0,0.6717058972174726,1
0,0.1440030205455711,0
0,0.053168951065891326,0
0,0.37979563737546645,0
1,0.9951915296836881,1
0,0.6687186096042999,1
0,0.01311875806282121,0
0,0.4354198762308552,0
0,0.030636022472265004,0
0,0.015634054981234997,0
0,0.0017052555477751038,0
0,0.28470671863572017,0
1,0.7556610074339662,1
0,0.5564495795423271,1
1,0.6033854829288822,1
1,0.9984480683133679,1
0,0.023673749321011375,0
1,0.9043457348266479,1
0,0.06167927976787046,0
0,0.4417349462696399,0
1,0.8542597220474244,1
0,0.000375511089512562,0
0,0.010609773928229487,0
1,0.6808079933711347,1
1,0.999036224782491,1
0,0.2502604668879391,0
1,0.996031473759991,1
0,0.7093232911218882,1
1,0.2057655033455041,0
1,0.8394269050935672,1
0,0.006766932975567907,0
0,0.27260339763917885,0
0,0.01539962820324273,0
0,0.0012559134795969457,0
0,0.31181887916125506,0
0,0.6479998059079811,1
0,0.4384025526954591,0
0,0.04204584512062972,0
1,0.8134097658953486,1
0,0.2850342345898377,0
0,0.007563543410141979,0
1,0.8598818653349413,1
0,0.004845220559390151,0
0,0.014890138756719499,0
0,0.4725234828295457,0
1,0.9927139760975041,1
0,0.5462156881301753,1
0,0.05805689350827038,0
0,0.19317726346763556,0
0,0.050158355121939655,0
0,0.044682306053105164,0
1,0.9900580001972517,1
1,0.9934718114765592,1
1,0.5506046536064197,1
0,0.13153292747424605,0
0,0.006577686027834375,0
0,0.06078286879799878,0
0,0.016996082104245597,0
0,0.295405998041672,0
0,0.10116695302919451,0
0,0.1536861472060544,0
0,0.04394175172614577,0
0,0.12143169370321481,0
0,0.04717194714950753,0
0,0.26005178556991837,0
0,0.0007384730683470893,0
0,0.014430308196034096,0
1,0.9978121841360487,1
0,0.07152922011007566,0
0,0.45970660751786135,0
1,0.9978433814963261,1
0,0.009206375617618827,0
0,0.07422457003427144,0
1,0.988227637438874,1
1,0.5826377171331841,1
0,0.4930753285209333,0
1,0.856978084324214,1
0,0.2632384750345806,0
0,0.0350471587317495,0
0,0.4076924296843851,0
1,0.7655056500001739,1
0,0.16785183245172589,0
1,0.70038443529962,1
0,0.09143963837556603,0
0,0.004516470772518771,0
0,0.0014810693073979311,0
0,0.0391081456372775,0
0,0.1315604305238642,0
0,0.003116705204962573,0
0,0.07177661347863544,0
1,0.9991289796602081,1
0,0.05698748141345429,0
0,0.4119770140357255,0
0,0.0013957092955650453,0
0,0.30292181194046824,0
0,0.6905481357553649,1
0,0.001919279653320071,0
0,0.584285386663034,1
0,0.1048933214348643,0
0,0.8004649820869214,1
0,0.3769051339331706,0
0,0.030919611650059457,0
0,0.007815133314886234,0
0,0.6607116690507888,1
0,0.059282664337524715,0
1,0.9665474407037642,1
1,0.1188950036321337,0
0,0.013172031620738241,0
1,0.2582746579573357,0
0,0.1855770060831476,0
0,0.5644943699087623,1
0,0.18814838579460355,0
0,0.08872840125178175,0
0,0.023611186267754297,0
0,0.029928986449094065,0
1,0.9802658864560477,1
0,0.16502197788187867,0
0,0.029481913054366402,0
1,0.23672144150551175,0
0,0.12434154544804239,0
0,0.19855369258615518,0
0,0.07054553498675012,0
0,0.0024024093372075565,0
0,0.019134804861901947,0
0,0.44965328822069184,0
1,0.8049014784450715,1
1,0.9985550902885867,1
1,0.996467406345896,1
0,0.20247840582935026,0
0,0.02803112419885883,0
0,0.1622934399731904,0
1,0.591664812199891,1
0,0.03347031413423679,0
0,0.8887391758617735,1
0,0.7296099563713899,1
0,0.006015233192821677,0
1,0.8704156341822495,1
0,0.14714277911783885,0
0,0.019744379013269673,0
0,0.0479753472133281,0
0,0.006934632042331689,0
0,0.02443563559831558,0
0,0.10427936397422594,0
0,0.6395029581442983,1
0,0.029982688399983717,0
0,0.33138714519763496,0
0,0.0540178512680937,0
0,0.7040955438825911,1
0,0.8174200019253454,1
0,0.20847982714508848,0
0,0.02399170222596837,0
0,0.8754489790346448,1
0,0.034924396779103126,0
0,0.01824528580325734,0
1,0.8668776524488823,1
0,0.0044568868545580495,0
0,0.007967763965855617,0
0,0.5569329839283041,1
1,0.9981953008029927,1
0,0.05005048730027091,0
0,0.8850871592498585,1
0,0.8406909745348188,1
0,0.16090008995164798,0
0,0.646503915736779,1
0,0.036913406026616344,0
1,0.8998219332971846,1
0,0.006023772343220565,0
0,0.006064969516795039,0
1,0.7113172671292839,1
0,0.03476348360789235,0
1,0.9735065169069429,1
1,0.6299650021957635,1
0,0.022547054448826456,0
0,0.8501471344424533,1
1,0.633285901487458,1
0,0.12803952994635517,0
0,0.029651421657196312,0
0,0.6443041684418067,1
0,0.0030235794128715032,0
0,0.14569277590365645,0
0,0.7297488556025314,1
0,0.09729652136221553,0
1,0.9978801111394905,1
0,0.012438493623220814,0
0,0.1672657180532763,0
1,0.7845644314635611,1
0,0.020149743260208998,0
0,0.04827117265993968,0
0,0.025758428696696364,0
0,0.01781982557886361,0
1,0.9984511316442741,1
1,0.2471236351883596,0
0,0.26353640794886646,0
0,0.008433707229815113,0
1,0.6717058972174726,1
0,0.0068073095804866415,0
0,0.0016415941566649186,0
0,0.06817617407560679,0
0,0.8156033181200186,1
0,0.004326452341200798,0
0,0.005736345378811007,0
0,0.5724826991601792,1
0,0.02611584697637941,0
1,0.5007841468505954,1
0,0.013290184710330772,0
0,0.30553514493283207,0
0,0.1266114028604579,0
1,0.9869253904665375,1
0,0.4807324359930987,0
1,0.54945380805338,1
0,0.15423865561788108,0
0,0.009565806941007437,0
1,0.9882047195322385,1
0,0.21163031836011933,0
0,0.19008333054899812,0
0,0.2575232185940245,0
0,0.0013454199093641398,0
0,0.02124011150861605,0
0,0.02736681696789145,0
0,0.010522442261159675,0
1,0.8756473971561243,1
0,0.023791453255999927,0
0,0.3164578082763218,0
0,0.1457125846713659,0
0,0.024878573415412077,0
0,0.1011779502289607,0
0,0.17883207371657872,0
0,0.6328200561353283,1
0,0.013704682360896064,0
0,0.2014683921901083,0
0,0.3216839856374048,0
0,0.0018924654744810771,0
0,0.22908369415884997,0
0,0.1532815646591902,0
0,0.04877729000833476,0
0,0.7198017897512313,1
1,0.845353023418838,1
0,0.7091021663545458,1
1,0.6221801751548132,1
0,0.4578625699253179,0
0,0.14296018177532782,0
0,0.5949713635108436,1
1,0.9948286017790041,1
0,0.20486745823814503,0
1,0.9955401781869468,1
0,0.8152691708399994,1
0,0.08083389916673175,0
0,0.02235351681868957,0
0,0.2568615795686154,0
0,0.30153874007504583,0
0,0.5286200512386922,1
0,0.012072109737365638,0
1,0.6986026892835432,1
0,0.39457573080546754,0
0,0.0076461733077289335,0
0,0.015550575746008297,0
0,0.7342035490698854,1
0,0.0011379147956157567,0
0,0.08190422138739786,0
0,0.05972175104241039,0
0,0.13069483102451918,0
1,0.2763672100441144,0
0,0.22329717700726226,0
0,0.021795495561095744,0
0,0.20859043102262712,0
0,0.02560567534656328,0
0,0.4302294252698709,0
1,0.9864412229036916,1
0,0.013044643456378631,0
0,0.10484179525167918,0
0,0.2947280193125376,0
1,0.7782679321856902,1
0,0.06767025652912187,0
0,0.003425574092155015,0
0,0.8021170239411561,1
0,0.012479583434396486,0
0,0.6809489966719192,1
0,0.006625745381621736,0
1,0.30151768495897985,0
0,0.05993585132674856,0
0,0.47044471722628683,0
0,0.20857528693851585,0
1,0.9985929876458413,1
1,0.6505545898449383,1
0,0.0010149983443905693,0
1,0.975788982924451,1
0,0.8580413961512734,1
0,0.11982595250189308,0
0,0.037846181648563404,0
0,0.007638922209994326,0
0,0.06014516963637553,0
1,0.8777579384913261,1
0,0.3026401814923308,0
0,0.0016746527257562867,0
1,0.7708320819203908,1
0,0.8330211706044961,1
1,0.6186595220516495,1
0,0.6380702296932127,1
0,0.08999875878897469,0
0,0.08738148563519348,0
0,0.16067607081643237,0
0,0.001130547442486665,0
1,0.7589748481899795,1
0,0.004100645269968217,0
0,0.06696593975693828,0
0,0.4549517106937869,0
0,0.04788116070170706,0
0,0.5995824962878402,1
0,0.19083188242682517,0
0,0.7729018078557226,1
0,0.39956483359560696,0
1,0.8918256546237601,1
1,0.08214203808597147,0
1,0.6957401273735371,1
0,0.008291123488436117,0
1,0.8366507254321072,1
0,0.6283903992384219,1
0,0.2250942500698287,0
0,0.1261536526067674,0
0,0.6092059160251406,1
1,0.9045814423700133,1
0,0.018440441907349295,0
0,0.6665723567103676,1
0,0.029111657297358245,0
0,0.5565391465868724,1
1,0.8586294499230543,1
0,0.12281917309216951,0
1,0.6260799011295396,1
0,0.02193309637215505,0
0,0.6246631864027055,1
0,0.004338280529278523,0
1,0.7331832429774431,1
0,0.3161940631183519,0
1,0.9033041860325214,1
0,0.04063128237676685,0
0,0.011655455998794374,0
0,0.02708180367449262,0
1,0.8377304134623604,1
0,0.009711514676640007,0
0,0.4987248491268669,0
0,0.0794218672076282,0
0,0.4814391603978029,0
0,0.0041764904643686995,0
0,0.0473883098256085,0
0,0.20640045837200904,0
0,0.07968794191694384,0
0,0.0424568029490814,0
0,0.02024032498539696,0
0,0.155787101259761,0
0,0.05466410920217488,0
1,0.8477400815194359,1
0,0.0973356139403843,0
0,0.14959404273801571,0
0,0.09219065975419444,0
0,0.040581918143660654,0
0,0.17528155874635504,0
0,0.008658811995247364,0
1,0.8628572942182199,1
0,0.005921181344188224,0
1,0.7282216636373913,1
0,0.028782962738581882,0
1,0.8500284565665196,1
0,0.7557619078475983,1
0,0.0383203250708401,0
1,0.5830493071849555,1
0,0.005035095439072074,0
0,0.7151491905996137,1
0,0.006777362770106573,0
0,0.022193937152424178,0
0,0.6304712775659199,1
0,0.0026746192878482028,0
1,0.9896351384777248,1
0,0.46356519295257204,0
0,0.0012037055856797927,0
0,0.5983288703653903,1
1,0.9813175889144304,1
0,0.3748665093956829,0
0,0.09222809100046533,0
0,0.0018223352973491338,0
1,0.7982064994659348,1
0,0.002677278446045511,0
0,0.762031535900123,1
1,0.2615751703394081,0
0,0.1355960943467666,0
0,0.013863471519940312,0
1,0.9962452276642894,1
1,0.8143377509836396,1
0,0.046364288669217955,0
0,0.006397737518857565,0
0,0.11729284396580687,0
0,0.36421828730602285,0
0,0.13337299279216086,0
1,0.12558561138746005,0
1,0.8418596366254243,1
0,0.05613428878283389,0
0,0.13528970918618055,0
0,0.7840197156901597,1
0,0.14025450357259797,0
0,0.23297412198696613,0
0,0.018561883294122065,0
0,0.0009346961885752235,0
1,0.9565538151494035,1
1,0.15632040021417168,0
0,0.011256140485609696,0
0,0.004239304332280262,0
0,0.595054121382266,1
0,0.16278440451834306,0
0,0.22835407795081428,0
0,0.08930445623224252,0
0,0.002810231768922168,0
0,0.11607323624956642,0
1,0.8118820858314781,1
1,0.997831027274578,1
0,0.0027203181537966757,0
0,0.004828181264688369,0
0,0.000772601107615222,0
0,0.002325191365375429,0
1,0.7491483859104476,1
0,0.04972048512641571,0
1,0.9981065917108618,1
0,0.12714518250293072,0
0,0.20954719109803993,0
1,0.9984930074108419,1
0,0.4411005679310536,0
0,0.022570047239629878,0
1,0.8474287697497558,1
0,0.035282860377560045,0
1,0.7948212176263355,1
0,0.07327471757051798,0
0,0.4981342606904754,0
1,0.8477635325504819,1
1,0.9884517274120506,1
0,0.00317727496237514,0
1,0.8266459995762894,1
0,0.00078761478109555,0
0,0.267647469233371,0
1,0.8813827539257777,1
0,0.012755876414732638,0
0,0.11789194301400317,0
0,0.8635479720586492,1
0,0.08578136679350422,0
0,0.016342205348552442,0
0,0.09184370014446946,0
0,0.042830063039750614,0
0,0.4571055407825437,0
1,0.9897585255262006,1
0,0.07275434046662543,0
1,0.9868641434525679,1
1,0.6683826992795004,1
0,0.06006081323470828,0
1,0.5987276572844306,1
0,0.12855985457030739,0
0,0.001635348052268444,0
0,0.5029008682072655,1
0,0.15668537459234605,0
0,0.018154932215377832,0
0,0.130252800278353,0
0,0.09207100387907892,0
1,0.8442051819083696,1
0,0.6610244263742328,1
1,0.9943247750430816,1
0,0.11563101871394108,0
1,0.8247078279472777,1
0,0.8441872113814636,1
1,0.9899642195196059,1
0,0.04033793093191049,0
0,0.012121366650632142,0
1,0.7311451380250622,1
1,0.9927536671357943,1
0,0.0016139701470966508,0
1,0.9870735307868288,1
1,0.8434691295363824,1
0,0.005343447863375252,0
0,0.08277866125815556,0
0,0.2625485296670837,0
0,0.002350476383038531,0
1,0.9985946385723866,1
0,0.011836649572472381,0
0,0.004072850726141826,0
1,0.9974714640591437,1
0,0.2940490113453702,0
0,0.11710082053347319,0
0,0.16703604245030698,0
0,0.16912052562862614,0
0,0.04787921690982004,0
0,0.18911674166682704,0
0,0.16855161068480098,0
0,0.003625646416802337,0
0,0.7724600846381909,1
1,0.8926390308067104,1
0,0.6306233086704848,1
0,0.055067815525260584,0
0,0.017559298759775015,0
1,0.6357157213855467,1
0,0.1239216251155346,0
0,0.07291484523562358,0
0,0.03148524724227626,0
0,0.004003196660624806,0
0,0.47960874423371086,0
1,0.8259874951810258,1
0,0.035452606311229234,0
0,0.024795383157507702,0
0,0.030362804658234703,0
1,0.8831802102823519,1
0,0.7066876948514604,1
0,0.10715326150109161,0
0,0.046599540620999205,0
0,0.2568129817976155,0
0,0.5416479748974712,1
0,0.004816245434838814,0
0,0.061337651872915594,0
0,0.7111546529120424,1
0,0.10455831706279571,0
0,0.006140166628774786,0
1,0.5084475745757808,1
0,0.5554810831161603,1
0,0.023791669786103736,0
1,0.873434284844468,1
0,0.6268152229528144,1
0,0.0010041195788252366,0
0,0.6532253839077952,1
0,0.0031549354791055523,0
0,0.1315115254958514,0
0,0.5472147360829772,1
0,0.05839315486245736,0
0,0.16938596805014053,0
0,0.033365970288122875,0
0,0.6635761363340628,1
0,0.3778973971529585,0
0,0.0407859314943676,0
1,0.9982536137879061,1
0,0.24862075504409514,0
1,0.8384690153976189,1
0,0.003294598322449578,0
1,0.38420590351324585,0
0,0.521918982581068,1
0,0.5741803369563842,1
0,0.04326609691003586,0
1,0.7327899222593769,1
0,0.10576079389438106,0
0,0.004056060162012462,0
1,0.9972112328109762,1
0,0.7764906585737259,1
0,0.011775854479879985,0
0,0.14209610256018307,0
0,0.0915406041330583,0
1,0.9975305564215569,1
0,0.7375782454373536,1
0,0.6933009200394992,1
1,0.9166690607326188,1
0,0.002662997229998572,0
0,0.9032699690916856,1
0,0.05845212492239326,0
1,0.8542284926226884,1
0,0.3664688499969991,0
0,0.3492379531407838,0
0,0.03060575116068143,0
0,0.0024071065154879457,0
0,0.6418180722400951,1
0,0.02556150121498691,0
0,0.023448794634131548,0
0,0.06207321514952079,0
0,0.0006214899313779175,0
0,0.7523887613995285,1
0,0.8622823030220316,1
0,0.029952126842815265,0
0,0.10161460174467445,0
1,0.44636226165894605,0
1,0.9355248976420192,1
0,0.71721373398355,1
0,0.02287239630434446,0
0,0.05744845528211137,0
0,0.9352620158680166,1
0,0.009057439741031077,0
0,0.051433095973651186,0
0,0.11569716218040013,0
1,0.9912644000046681,1
0,0.04676751691605979,0
0,0.05690233074073412,0
0,0.027145014502561092,0
1,0.7827798980121358,1
1,0.7719089841002398,1
0,0.1005096569393666,0
0,0.09047736739832468,0
0,0.02901329994566764,0
0,0.0009008849978503186,0
0,0.007001831742167546,0
0,0.008781048608897503,0
0,0.6086503087049931,1
0,0.0035998485469671024,0
0,0.34305001564633913,0
0,0.3648485182656223,0
0,0.02216705648418235,0
0,0.026118680251136908,0
0,0.0905057009988668,0
1,0.9452421995770737,1
1,0.3678713209597149,0
0,0.006062803136677711,0
0,0.5215938959177499,1
0,0.001987558194323302,0
0,0.5784303611382998,1
0,0.009467207817821463,0
1,0.3767507447132414,0
0,0.08278502132889437,0
0,0.8582549261861201,1
1,0.904578214531458,1
1,0.9989306901497931,1
0,0.01911401724858166,0
0,0.4021875052568057,0
0,0.004191679460833132,0
1,0.6211148293886325,1
0,0.03221814302454214,0
0,0.0012711034065352208,0
0,0.8266229059112852,1
0,0.004231083344077258,0
0,0.25932831781221655,0
0,0.014311517775766327,0
0,0.1264579967416502,0
1,0.9033116048355229,1
0,0.14888176414157786,0
0,0.12924822622984972,0
1,0.9893351736785609,1
0,0.0029943677816613307,0
0,0.024081641596372494,0
0,0.2504825165735072,0
0,0.017971619541819334,0
0,0.14611833984448505,0
0,0.6754398916540414,1
1,0.5946704079850255,1
0,0.041349466409305924,0
0,0.11435971961470469,0
1,0.9875811424502837,1
1,0.7605155463149312,1
0,0.00966654539345049,0
0,0.0517455297283808,0
0,0.5973385101191829,1
1,0.8869689170002283,1
0,0.6681124924169183,1
0,0.4712702088321168,0
0,0.8438293718522393,1
0,0.052933527752970395,0
0,0.18166254311948438,0
0,0.0027440542887244234,0
1,0.06786654298545572,0
0,0.5216587399521904,1
0,0.05627291138267656,0
0,0.001216178402041663,0
0,0.00110529483052226,0
0,0.5212864853397835,1
0,0.029263862206514675,0
0,0.32029399796466757,0
0,0.6197374957601602,1
0,0.120402150814582,0
0,0.0023872795644929684,0
0,0.04352093090997645,0
1,0.727846339062314,1
0,0.05053715943192023,0
1,0.9208792242459295,1
1,0.8446795437704633,1
1,0.9424919529496105,1
0,0.00322420463666289,0
0,0.09746082078355926,0
0,0.31272321525542773,0
1,0.838622201743248,1
0,0.08155144327140275,0
1,0.9209385529114664,1
0,0.014708942262806793,0
1,0.8279091445495927,1
1,0.8487903922374429,1
1,0.38529653908167294,0
1,0.8248105644523265,1
0,0.007836953472267703,0
1,0.8240630881627448,1
0,0.11995660270757451,0
1,0.5881497853125874,1
0,0.1257106564290882,0
0,0.8733464881533981,1
0,0.001649753588584822,0
0,0.8575709066251526,1
0,0.026999547044931953,0
0,0.6931666433163228,1
0,0.15154064146336305,0
0,0.6388425361396594,1
1,0.7985573508836994,1
0,0.06542695261938598,0
0,0.021218307442198006,0
0,0.15680053306314518,0
0,0.933740745028374,1
0,0.5513956777360983,1
0,0.2533869323894016,0
0,0.015250774739282979,0
1,0.982829358737619,1
0,0.02410298441555099,0
0,0.09672325947322447,0
0,0.012100230082257404,0
0,0.46345718522314017,0
1,0.9984284032269919,1
0,0.08376051326464432,0
0,0.04586551112820714,0
1,0.9948300212460902,1
0,0.5910837500041218,1
0,0.8714516020706377,1
0,0.004472308904114266,0
0,0.0015743932383375774,0
0,0.39298917848931203,0
0,0.0005069518595609179,0
1,0.9918144685544825,1
0,0.17241831549961417,0
0,0.0003789346260500859,0
0,0.031166006693476522,0
1,0.8919369855170876,1
0,0.046652746321749934,0
0,0.003960070872665304,0
1,0.9203425891438757,1
0,0.07598635509811841,0
0,0.028226603408447733,0
0,0.00873687869368003,0
0,0.06361390956371075,0
1,0.6872461221970698,1
0,0.14026622301471298,0
0,0.0033456737531547746,0
1,0.9062384489464697,1
1,0.8954435501076837,1
0,0.005924746199676341,0
1,0.9857711272029529,1
0,0.25879866424515025,0
1,0.3725702792893531,0
0,0.02882511943018692,0
0,0.38896223966037435,0
0,0.5835334934535233,1
0,0.09581473863543277,0
0,0.6341012690722614,1
0,0.09908057597171145,0
0,0.003042598107698513,0
1,0.9962988388038369,1
0,0.011889146321017558,0
0,0.055085281151515626,0
0,0.8335146437298718,1
0,0.05154468853037731,0
1,0.23687741704059692,0
0,0.014687890277800838,0
1,0.4549799644041216,0
0,0.0035278174642998784,0
0,0.01769034373863678,0
0,0.33779220127923965,0
0,0.020919872104548494,0
0,0.02559636155796754,0
0,0.5541216334589287,1
0,0.0012568905490688972,0
1,0.8214602226998835,1
0,0.3813896777024542,0
0,0.03987557784040578,0
0,0.4307570962541938,0
1,0.9886311123188808,1
1,0.9271213930506805,1
0,0.0007994189384716849,0
1,0.9983630683245445,1
0,0.09356100443441785,0
1,0.8418201225132446,1
1,0.9287628871938582,1
0,0.0028241561612973947,0
0,0.24820975725315836,0
0,0.01571585578475867,0
0,0.720279043754198,1
0,0.0025007157979474045,0
1,0.8078708541994712,1
0,0.3969536517911769,0
1,0.5853036221836455,1
1,0.8297618216023298,1
0,0.11982791700882056,0
1,0.7077174594225442,1
0,0.007755573061700246,0
0,0.6953442207850311,1
0,0.010090071036364136,0
0,0.8168223312003812,1
1,0.9730657985613814,1
0,0.05650726279112079,0
0,0.014359308669352311,0
1,0.8781341891310931,1
0,0.015184805413240516,0
1,0.44502123223566653,0
0,0.58504380008624,1
1,0.9994070837039355,1
0,0.001483272249218523,0
1,0.9930462604019212,1
0,0.047737689617003906,0
0,0.017233742840914702,0
0,0.008212691318846704,0
0,0.5080150313978865,1
1,0.6229712055593644,1
0,0.1541603420010338,0
0,0.006807050999487776,0
0,0.0045328032810879795,0
0,0.003482339008528521,0
1,0.772048915460104,1
0,0.027045491276314695,0
0,0.044129522573591026,0
0,0.014863571476939156,0
0,0.0010028303860636313,0
0,0.7346014145441335,1
1,0.42946941318686543,0
0,0.004668078244940288,0
0,0.05075040272185655,0
0,0.654319023146137,1
0,0.6349558427115238,1
0,0.0580909110711329,0
0,0.014434478466357094,0
0,0.11180849318096632,0
1,0.973306539920763,1
0,0.22366093288557842,0
0,0.045566960989220945,0
0,0.003269678258793363,0
1,0.8506423003806571,1
0,0.33795230092728923,0
0,0.004407004930910194,0
0,0.34265757792187,0
0,0.0012151260587469105,0
0,0.021779920826814264,0
1,0.6927937528967671,1
1,0.9968429540728975,1
0,0.6700112379930985,1
0,0.8814243136552333,1
1,0.9879080750135081,1
0,0.03743532419517617,0
0,0.0010374104374966172,0
1,0.9276155477991227,1
0,0.01823097790039324,0
0,0.002857573019070787,0
1,0.9874385001265306,1
0,0.35200052060922943,0
0,0.004995859984962238,0
1,0.6568750468981448,1
0,0.06359368862572147,0
