age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,probability,prediction,batch_id,drift_strength
42,Private,270324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica,0,0.4351992093096179,0,2,0.2
65,,191846,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0.44851475595041357,0,2,0.2
33,Private,116788,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,5604,0,55,United-States,0,0.11265198035123544,0,2,0.2
46,Self-emp-not-inc,275625,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,60,South,1,0.37113969257044155,0,2,0.2
46,Private,255693,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7815,0,35,United-States,0,0.9984787042380597,1,2,0.2
39,Private,300760,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,0,0.17158210419599362,0,2,0.2
39,Private,173944,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7625,0,55,United-States,1,0.9984228766774479,1,2,0.2
40,,104196,HS-grad,9,Separated,,Own-child,White,Male,0,0,45,United-States,0,0.06372475199608854,0,2,0.2
33,Federal-gov,319560,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,1,0.16176344229555048,0,2,0.2
36,Private,128516,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,0,0.022707315182127326,0,2,0.2
20,Private,163665,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0,0.0009015974149363862,0,2,0.2
21,Private,176262,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,30,United-States,0,0.0073707429173231875,0,2,0.2
25,Local-gov,58065,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,0,0.5622391863876968,0,2,0.2
56,Private,201817,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0,0.013699641065753939,0,2,0.2
50,Local-gov,124076,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,0.8980383983876339,1,2,0.2
41,Private,107458,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10413,0,65,United-States,0,0.9984618314195691,1,2,0.2
42,Private,99203,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,0,0.006168919115223022,0,2,0.2
31,Private,198513,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,0.709728074335255,1,2,0.2
45,Self-emp-not-inc,183778,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,10210,0,55,United-States,0,0.9848803858445869,1,2,0.2
37,Private,177420,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,1,0.4365961441116557,0,2,0.2
54,State-gov,74334,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,1783,0,55,United-States,1,0.24427426228603538,0,2,0.2
31,Private,162312,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,35,Philippines,0,0.2519846326797742,0,2,0.2
45,Private,169973,Assoc-voc,11,Separated,Protective-serv,Not-in-family,White,Female,3551,0,55,United-States,0,0.028156353274091626,0,2,0.2
17,Private,313444,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,0.0005922093388628674,0,2,0.2
23,Private,119665,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,0,0.030661192251088494,0,2,0.2
32,Private,214387,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,9090,0,55,United-States,0,0.9948427061232357,1,2,0.2
39,Private,179137,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.03230748700952419,0,2,0.2
30,Private,302473,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0.014173572075813042,0,2,0.2
54,Private,105428,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.6447060026408077,0,2,0.2
35,Federal-gov,105138,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,0,0.9528452330506098,1,2,0.2
27,Private,162104,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,30,United-States,0,0.006623595097480463,0,2,0.2
40,Self-emp-not-inc,282678,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,0,0.072248784031137,0,2,0.2
46,Federal-gov,119890,Assoc-voc,11,Separated,Tech-support,Not-in-family,Other,Female,0,0,30,United-States,0,0.04653589698034519,0,2,0.2
39,Private,225291,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,14577,0,55,United-States,0,0.9986355056892142,1,2,0.2
40,Private,300195,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,40,United-States,0,0.05134573119193982,0,2,0.2
63,Private,221672,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,21212,0,65,United-States,1,0.9935104371801291,1,2,0.2
49,Private,30267,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,4806,0,75,United-States,1,0.8382332170748675,1,2,0.2
21,State-gov,99199,Masters,14,Never-married,Transport-moving,Own-child,White,Male,0,0,15,United-States,0,0.00453179472002047,0,2,0.2
18,Private,178759,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0,0.0006819852041850187,0,2,0.2
29,Local-gov,152461,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,42,United-States,0,0.0381530289332343,0,2,0.2
37,Private,134088,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.06147435556319996,0,2,0.2
36,Private,178487,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,0,0.11902122307136542,0,2,0.2
30,Private,226525,10th,6,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,0,0.03502290826750092,0,2,0.2
57,,85815,HS-grad,9,Divorced,,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,0,0.03764851617824433,0,2,0.2
31,Local-gov,176185,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,40,,0,0.07908382924451907,0,2,0.2
55,Private,165881,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,0.8066992926993828,1,2,0.2
36,Private,186819,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,1,0.7697130570604221,1,2,0.2
33,Private,203488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,40,United-States,0,0.06924216420469152,0,2,0.2
24,,311949,HS-grad,9,Never-married,,Not-in-family,Asian-Pac-Islander,Female,0,0,45,,0,0.040006920150676584,0,2,0.2
28,Local-gov,104329,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,0,0.5119623820975212,0,2,0.2
21,Self-emp-not-inc,236769,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0.04788742292485996,0,2,0.2
68,,188102,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,1,0.1708371164244924,0,2,0.2
63,Private,189762,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,97,0,30,United-States,1,0.11803173403046219,0,2,0.2
71,Local-gov,53612,Masters,14,Separated,Prof-specialty,Own-child,Black,Female,12501,0,50,United-States,0,0.9915181828611698,1,2,0.2
53,Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,12046,0,55,United-States,0,0.9985801266843599,1,2,0.2
20,Private,87546,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0,0.0020587028535273386,0,2,0.2
28,Private,166320,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.11264697580165765,0,2,0.2
56,Private,99894,10th,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,30,Japan,1,0.15980014855022948,0,2,0.2
26,State-gov,58039,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0.22515586180436425,0,2,0.2
35,Private,216473,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1,0.7425826019404905,1,2,0.2
30,Self-emp-inc,185384,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,0,0.7474954789630999,1,2,0.2
43,Private,174748,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,7430,0,45,United-States,1,0.9276541192132737,1,2,0.2
35,Local-gov,255252,Some-college,10,Never-married,Other-service,Own-child,White,Male,9417,0,35,United-States,0,0.9935229371712703,1,2,0.2
59,Private,205949,HS-grad,9,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,0.029871717949569783,0,2,0.2
25,Private,198632,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,50,United-States,0,0.11730273389925834,0,2,0.2
47,Local-gov,121124,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1,0.8976055606369526,1,2,0.2
47,Private,335704,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,14766,0,75,United-States,0,0.9992019877872944,1,2,0.2
31,Private,118941,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,0.1040339434232617,0,2,0.2
46,State-gov,146305,Some-college,10,Divorced,Tech-support,Not-in-family,Other,Female,0,0,48,United-States,0,0.23078389469189362,0,2,0.2
57,Private,329144,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7328,0,55,United-States,1,0.997959856870335,1,2,0.2
53,Private,539864,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,0,0.08285501677405675,0,2,0.2
38,Self-emp-not-inc,67317,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0,0.4546986871842377,0,2,0.2
41,Local-gov,297248,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,1,0.9927477108949243,1,2,0.2
38,Self-emp-not-inc,248919,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,35,United-States,1,0.9939678438943436,1,2,0.2
41,Private,244246,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,2223,0,55,Poland,0,0.02291558848015775,0,2,0.2
49,Private,38563,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,56,United-States,1,0.6014094383917148,0,2,0.2
56,Self-emp-not-inc,156873,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.5531990180981436,0,2,0.2
38,Private,110103,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,8940,1762,55,United-States,0,0.9945100904490087,1,2,0.2
26,Private,360252,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,0.6133033435405133,0,2,0.2
34,Private,108837,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0.38050093943315333,0,2,0.2
51,Private,222615,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0.6217982215698865,0,2,0.2
51,Private,127573,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,2884,0,45,United-States,1,0.27703048805113284,0,2,0.2
41,Self-emp-not-inc,240900,HS-grad,9,Divorced,Farming-fishing,Other-relative,White,Male,0,0,20,United-States,0,0.008256590398057366,0,2,0.2
41,State-gov,27305,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,0.8489221456134095,1,2,0.2
43,Local-gov,301638,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,40,United-States,0,0.013691351327347756,0,2,0.2
59,Private,750972,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0.44704192114440733,0,2,0.2
34,Private,192900,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0.6403414812241379,0,2,0.2
62,Self-emp-not-inc,186565,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,6255,0,65,United-States,0,0.9877535677929264,1,2,0.2
19,Private,223669,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0,0.001610758638102576,0,2,0.2
48,Private,172695,Assoc-voc,11,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,0,0.06326000842588561,0,2,0.2
34,Private,284895,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,317,0,70,United-States,0,0.1460947073325136,0,2,0.2
43,Private,256813,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1,0.9921508324710622,1,2,0.2
42,Private,259757,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,653,50,United-States,1,0.6003402348238754,0,2,0.2
54,Self-emp-not-inc,72257,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,0.6143901974806267,0,2,0.2
23,Private,399022,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0,0.011054596638409795,0,2,0.2
38,Private,73471,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.7040174276079146,1,2,0.2
52,Private,208137,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.7894258695693638,1,2,0.2
20,Private,105312,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,0,0.001731907541815377,0,2,0.2
39,Private,236481,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,7856,0,25,India,0,0.7887253653102112,1,2,0.2
35,State-gov,142547,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,13403,0,55,United-States,0,0.9990543834753206,1,2,0.2
47,Private,268022,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,1,0.7446589048025878,1,2,0.2
40,Local-gov,233891,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0,0.012505701800396507,0,2,0.2
23,Private,197207,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0.02462417850161517,0,2,0.2
26,Private,174921,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0.09597150964368145,0,2,0.2
32,Local-gov,169837,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,0,0.05327038081255397,0,2,0.2
25,Private,166971,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,0,0.4459936581517379,0,2,0.2
65,State-gov,151580,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7935,0,55,United-States,1,0.9883355158578022,1,2,0.2
27,Self-emp-not-inc,153546,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,0.04070729970441566,0,2,0.2
24,Private,226668,HS-grad,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,United-States,0,0.01064041931894773,0,2,0.2
26,Private,241852,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,0.030256938447532716,0,2,0.2
59,Private,192835,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,14596,0,65,United-States,1,0.9989763118270537,1,2,0.2
55,Private,341358,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,267,0,55,United-States,1,0.17449901379542307,0,2,0.2
50,Private,247425,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0,0.0494216300070922,0,2,0.2
36,Private,26668,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,2996,0,55,Puerto-Rico,0,0.26836366992485833,0,2,0.2
38,Private,39092,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,18757,0,65,United-States,0,0.9989531956433284,1,2,0.2
22,Private,269474,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,0,0.004639436905705913,0,2,0.2
37,State-gov,318891,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0.03976488852348597,0,2,0.2
17,Private,142457,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0,0.0008421581698485467,0,2,0.2
41,,252127,Some-college,10,Widowed,,Unmarried,Black,Female,0,0,20,United-States,0,0.014136203706676754,0,2,0.2
22,Private,305498,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,33,United-States,0,0.007496622891942601,0,2,0.2
67,Self-emp-not-inc,268514,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.5114545480462271,0,2,0.2
17,Private,225507,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,15,United-States,0,0.0005288431639232586,0,2,0.2
21,Private,77759,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0,0.004501252998100392,0,2,0.2
19,Local-gov,220558,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,0,0.0016995621171077217,0,2,0.2
42,Private,202466,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,0,0.25413668470903933,0,2,0.2
44,Private,209093,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.5429027320898963,0,2,0.2
43,Private,124436,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,0.8434444375428619,1,2,0.2
58,Private,285885,9th,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,0.018078069102952246,0,2,0.2
39,Private,52978,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,1721,55,United-States,0,0.011152987295074347,0,2,0.2
73,Private,284710,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,13998,1902,60,Columbia,1,0.9954288708634612,1,2,0.2
32,Private,287229,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0,0.018303003171065042,0,2,0.2
44,Private,176063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,0.9172959148512205,1,2,0.2
53,Private,192386,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,0,0,45,United-States,0,0.33487841137833213,0,2,0.2
37,Private,199739,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0.11118558506530711,0,2,0.2
32,Self-emp-not-inc,189461,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,60,United-States,0,0.08383113136540324,0,2,0.2
35,Private,112264,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.6131189584954025,0,2,0.2
26,Private,124953,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,,0,0.06760723421989051,0,2,0.2
25,Private,216583,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,0,0.7309432979321268,1,2,0.2
66,Self-emp-inc,147239,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,4448,0,75,United-States,1,0.2863710793855415,0,2,0.2
43,Federal-gov,72887,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0,0.4380189457451618,0,2,0.2
35,Private,23892,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,0.7916610376423505,1,2,0.2
55,Private,96415,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,35,United-States,0,0.019569011587291945,0,2,0.2
31,Private,180656,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,,0,0.0906970429402452,0,2,0.2
26,Private,272618,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,0,0.7842666331823657,1,2,0.2
