age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,probability,prediction,batch_id,drift_strength
47,Private,214702,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,37,Puerto-Rico,0,0.023367498227317617,0,3,0.4
45,Private,220641,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0.1644109246638964,0,3,0.4
35,Private,87757,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,0.328565818947444,0,3,0.4
31,Private,138946,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,9302,0,55,United-States,0,0.9950529927138061,1,3,0.4
18,Private,218100,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0,0.000534981616076694,0,3,0.4
36,Private,367216,Some-college,10,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,28,United-States,0,0.03566464977363108,0,3,0.4
38,Private,198216,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0.15146332416926978,0,3,0.4
54,Private,108435,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,0,0.30121463389441583,0,3,0.4
55,Private,134120,HS-grad,9,Divorced,Sales,Other-relative,White,Female,10908,0,61,United-States,0,0.9973156850216071,1,3,0.4
42,Private,235109,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,8961,0,55,United-States,0,0.9915305038476481,1,3,0.4
42,Private,96480,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,10764,0,47,United-States,0,0.9974506678804191,1,3,0.4
47,Private,105813,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3957,0,63,United-States,1,0.12401592746569934,0,3,0.4
63,Private,161599,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,10229,0,55,,0,0.985996585199496,1,3,0.4
26,Local-gov,113948,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,48,United-States,0,0.13710378710098803,0,3,0.4
19,Private,139466,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0,0.0010708538958458412,0,3,0.4
35,Private,97136,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,37,United-States,0,0.02618752029244999,0,3,0.4
21,Private,159567,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,0,0.011278351375732404,0,3,0.4
24,Private,70261,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0,0.033072378296947265,0,3,0.4
45,Private,118714,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.7532704454568832,1,3,0.4
21,Private,180339,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0,0.014477436239456581,0,3,0.4
63,Self-emp-not-inc,381769,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,10673,0,65,United-States,0,0.9700663772999987,1,3,0.4
49,Private,224566,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,14523,0,55,United-States,0,0.998504884008536,1,3,0.4
47,Private,185385,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,24,United-States,0,0.03233145225761511,0,3,0.4
61,Private,51170,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0,0.6926597887297266,1,3,0.4
54,Self-emp-not-inc,180522,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,0,0.6444051151320589,0,3,0.4
46,Local-gov,138107,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,1,0.9922787226779962,1,3,0.4
55,State-gov,153788,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,0,0.6668167399414658,1,3,0.4
46,Private,235124,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,138,0,50,United-States,0,0.005427653440622722,0,3,0.4
30,Private,289458,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0.11981645059705243,0,3,0.4
52,,253717,11th,7,Married-civ-spouse,,Wife,White,Female,3653,0,31,United-States,0,0.023126901846188663,0,3,0.4
30,Private,207564,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,0.7351508371287679,1,3,0.4
51,Private,56118,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,14688,0,55,United-States,0,0.9974354229886846,1,3,0.4
31,,117201,HS-grad,9,Never-married,,Own-child,White,Male,5658,0,45,United-States,0,0.06446080861720456,0,3,0.4
48,Private,199439,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,9011,0,60,United-States,1,0.9987502847795919,1,3,0.4
46,Private,181372,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,3974,0,38,United-States,0,0.0230784722850659,0,3,0.4
59,Local-gov,93618,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,9535,0,48,United-States,0,0.9972166486778584,1,3,0.4
50,Private,305319,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.23558586322302102,0,3,0.4
84,Private,99554,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,1497,0,25,Poland,0,0.006773528416054564,0,3,0.4
40,,230704,HS-grad,9,Never-married,,Not-in-family,Black,Male,2438,0,55,United-States,0,0.005789672705607913,0,3,0.4
37,Private,78605,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,11879,0,55,United-States,0,0.998921207257898,1,3,0.4
27,Private,113866,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0,0.009064430175441573,0,3,0.4
42,Private,189759,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,5575,0,55,United-States,0,0.3143155604518799,0,3,0.4
57,Private,185385,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1171,0,55,United-States,0,0.11338182395021058,0,3,0.4
38,Private,266505,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7086,0,53,United-States,0,0.9978755242863423,1,3,0.4
22,Self-emp-not-inc,269474,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,0.015588668350238003,0,3,0.4
48,Local-gov,59313,Some-college,10,Separated,Adm-clerical,Own-child,Black,Male,14092,0,55,United-States,0,0.9974426195199266,1,3,0.4
44,Private,154120,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,21621,0,55,United-States,1,0.9987245894422105,1,3,0.4
25,Private,321223,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,0,0.009709890967703099,0,3,0.4
24,Private,283092,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,Jamaica,0,0.005512632421697942,0,3,0.4
59,Private,362654,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14751,0,55,United-States,1,0.9991435832060801,1,3,0.4
39,Local-gov,86643,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,0,0.7151546244316275,1,3,0.4
41,Private,349703,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0,0.44117816857597714,0,3,0.4
44,Local-gov,100479,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,0,0.7623423033815676,1,3,0.4
52,Private,193882,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,14769,0,55,United-States,0,0.9973111917099728,1,3,0.4
40,Self-emp-not-inc,173651,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,0.5610189455577357,0,3,0.4
51,Private,256294,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,8504,0,55,United-States,0,0.998846787661754,1,3,0.4
32,Private,183304,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,1,0.7930810143058953,1,3,0.4
60,Private,196707,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,13466,0,55,United-States,1,0.9990626209707143,1,3,0.4
49,Private,133328,HS-grad,9,Divorced,Sales,Unmarried,White,Female,8918,0,55,United-States,0,0.9969906389450301,1,3,0.4
40,Private,191342,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,China,1,0.8672534556387665,1,3,0.4
54,State-gov,137065,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,0.7771939040376132,1,3,0.4
31,Private,259705,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,0,0.009460391276159623,0,3,0.4
32,Private,206215,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,1862,0,55,United-States,0,0.00621742930623715,0,3,0.4
33,Private,394727,10th,6,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,0,0.015641793876607274,0,3,0.4
40,Self-emp-not-inc,420054,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,728,0,55,Italy,0,0.06947948112384182,0,3,0.4
32,Private,181675,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,12074,0,55,United-States,0,0.9983831200601015,1,3,0.4
60,Private,216414,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2972,1977,85,United-States,1,0.9118655304954882,1,3,0.4
28,Private,373698,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,,0,0.5494691277551204,0,3,0.4
60,Self-emp-inc,81513,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7878,0,65,United-States,1,0.9987186104317651,1,3,0.4
65,Self-emp-inc,157403,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.7322950038018053,1,3,0.4
38,Private,43311,5th-6th,3,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,El-Salvador,0,0.10266469812192457,0,3,0.4
31,Local-gov,265706,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,4650,0,40,United-States,0,0.03680455952805418,0,3,0.4
18,Private,118376,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0,0.0007027739803848344,0,3,0.4
44,State-gov,71151,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,1528,0,35,United-States,0,0.2458293894339936,0,3,0.4
50,Private,200046,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,0.93772524964515,1,3,0.4
48,Local-gov,132368,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.23628342664823035,0,3,0.4
22,Private,168997,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,0.027870017146834555,0,3,0.4
27,Private,179565,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,0,0.026635464294926192,0,3,0.4
54,Private,202872,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,11125,0,51,United-States,1,0.9988679073897057,1,3,0.4
43,Local-gov,37937,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,0,0.7344507338752062,1,3,0.4
33,Private,353628,10th,6,Separated,Sales,Unmarried,Black,Female,6739,0,53,United-States,0,0.022395876405151095,0,3,0.4
30,Local-gov,363032,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,0,0.4169402853501122,0,3,0.4
38,Self-emp-not-inc,108947,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States,1,0.9975025168521808,1,3,0.4
40,Self-emp-not-inc,214689,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,12219,0,55,United-States,0,0.9980268877563563,1,3,0.4
26,Private,90915,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,0,0.003449860576787919,0,3,0.4
62,Private,155574,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,10396,0,55,United-States,1,0.9241444296565731,1,3,0.4
38,Private,252897,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,25,United-States,0,0.035468020442954586,0,3,0.4
30,Private,165115,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,0,0.020324137788050003,0,3,0.4
33,Private,97939,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States,0,0.04876806839416016,0,3,0.4
51,Private,180807,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0.18274776595376782,0,3,0.4
79,,126514,Some-college,10,Widowed,,Not-in-family,White,Female,13459,0,19,United-States,0,0.9913500754185126,1,3,0.4
58,Private,177633,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6837,0,65,United-States,1,0.9705210689541631,1,3,0.4
69,Private,140176,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,0,0.20207760689998563,0,3,0.4
57,Self-emp-not-inc,142871,Some-college,10,Separated,Sales,Unmarried,White,Male,8590,0,65,United-States,0,0.9970017663376638,1,3,0.4
52,Private,130760,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7609,0,65,United-States,1,0.998543087632946,1,3,0.4
65,Self-emp-not-inc,175202,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,0,0.27233263767670174,0,3,0.4
61,Private,87928,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,6679,0,55,United-States,0,0.8937336459540008,1,3,0.4
61,Private,119684,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,20,United-States,1,0.9922699348365752,1,3,0.4
41,Private,173858,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,0,0.2714739023568579,0,3,0.4
51,Private,179731,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,7998,2415,80,United-States,1,0.9994913571920141,1,3,0.4
61,Self-emp-inc,86701,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,8775,0,71,United-States,1,0.9905096457614965,1,3,0.4
41,Private,195096,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,0.9198474295292463,1,3,0.4
25,Private,306513,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0,0.47595415128655955,0,3,0.4
56,Private,216411,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Female,5440,0,55,Dominican-Republic,0,0.3258764385429019,0,3,0.4
47,Private,102583,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,1,0.3127110495551868,0,3,0.4
51,Private,194908,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.04917509096438845,0,3,0.4
56,Private,133819,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0,0.05610368840578952,0,3,0.4
22,,291547,5th-6th,3,Married-civ-spouse,,Wife,Other,Female,0,0,40,Mexico,0,0.030836000774236642,0,3,0.4
34,Private,122616,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,84,United-States,1,0.804194007833184,1,3,0.4
51,Federal-gov,97934,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,5178,0,40,United-States,1,0.973709041718397,1,3,0.4
31,Private,120361,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,1191,0,55,United-States,0,0.0020863927715109643,0,3,0.4
24,Local-gov,461678,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,0.014270045116776126,0,3,0.4
77,,146722,12th,8,Married-civ-spouse,,Husband,White,Male,23,0,25,United-States,0,0.010866899449828308,0,3,0.4
52,Private,198270,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,7741,0,55,United-States,0,0.9579613076519596,1,3,0.4
19,Private,229756,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,0,0.004823566858658629,0,3,0.4
41,Private,189565,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,3544,0,55,United-States,0,0.009337885804725226,0,3,0.4
34,Private,312055,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1,0.3127954798340775,0,3,0.4
29,Private,401198,11th,7,Never-married,Sales,Own-child,White,Female,4961,0,30,United-States,0,0.15444042405464303,0,3,0.4
24,Private,452640,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0.09686549391095386,0,3,0.4
20,,144685,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Female,0,1602,40,Taiwan,0,0.0029183790752358124,0,3,0.4
51,Self-emp-inc,100029,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1,0.9993202699540696,1,3,0.4
20,Private,189888,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,0.0036850905041751836,0,3,0.4
52,Private,199668,HS-grad,9,Divorced,Sales,Own-child,White,Female,3804,0,40,United-States,0,0.004136870251255778,0,3,0.4
53,Private,239155,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,0.8769188111525988,1,3,0.4
35,Private,129597,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,0,0.7439814016906875,1,3,0.4
23,Private,326587,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0.021066969684413572,0,3,0.4
42,Private,374790,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,0.16056822654448424,0,3,0.4
21,,117222,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0,0.007970090408485344,0,3,0.4
53,Private,167170,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0,0.03618514689860066,0,3,0.4
30,Private,267281,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,0.48538590520464286,0,3,0.4
25,Private,145434,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,0,0.003312143661256141,0,3,0.4
28,Private,27956,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,99,Philippines,0,0.7787719821831425,1,3,0.4
74,Private,180455,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,8,United-States,0,0.0452574162753522,0,3,0.4
63,,97823,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0,0.24766688497597794,0,3,0.4
44,State-gov,141858,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,75,United-States,1,0.9992848847549659,1,3,0.4
34,Private,240229,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,8422,0,55,United-States,0,0.9942955168063957,1,3,0.4
36,Private,184756,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,8852,0,55,United-States,0,0.9983990853466893,1,3,0.4
31,Private,337505,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,0,0.7829302727367106,1,3,0.4
52,Private,443742,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,0,0.5803573878839672,0,3,0.4
27,Private,187981,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0.015080435345158412,0,3,0.4
